short_period,long_period,total_return,cagr,sharpe_ratio,max_drawdown,win_rate,total_trades
1,5,36.70681396587254,1.840020893958438,0.314338250233837,-81.33214240411787,35.38662130140831,1759.5
1,10,1248.3576319820427,37.65624144683057,0.8326188690931091,-62.395163305844704,41.699398367399795,1480.25
1,15,3870.0922402863716,59.964284631174564,1.1108937581395861,-59.70211505354979,45.100359878987305,1371.75
1,20,6159.880152361492,70.81309134168546,1.2308194824474679,-61.655348384315694,46.7365590422069,1326.75
1,25,4259.964509866233,64.3900279670032,1.1626315638588782,-61.11557928447708,47.01902797898666,1297.25
1,30,3724.644439204109,62.353620097784066,1.158279087171788,-56.693036171177006,47.617342467324974,1281.5
1,40,3223.2739380033818,56.467952948670735,1.1150181865294144,-63.688220625116166,48.0935298989587,1268.0
1,50,3186.7557004496953,53.47589445455048,1.0433224491928856,-60.80646324982847,48.71371767951294,1254.5
1,60,2139.0800376370003,43.62351266569005,0.939683038829007,-65.39309153030462,48.29116882427568,1263.75
1,75,2156.1220163157564,39.05905171015722,0.8645810166871108,-64.77268853877916,48.67681044861877,1265.75
1,100,2108.5486757587214,39.20429451344359,0.8767809834229374,-63.47398557222405,49.00139451449942,1236.25
1,125,3427.122164384562,47.737090215716215,0.9709301765869662,-64.62054890390982,49.320487947076884,1194.0
1,150,2629.6442261638163,44.1536401780136,0.9263568616476543,-63.35390570481954,49.150484468147596,1186.0
1,175,2280.3020254050775,41.18859731474485,0.8887445555481871,-64.48955397438154,49.4535402061144,1183.75
1,200,1818.7138608245143,36.33211406460362,0.8259257170458684,-68.76342612677256,49.260078829331356,1205.5
5,10,941.5630995427713,36.84707478698728,0.8620322258623483,-66.55750101463676,45.113777917362974,1361.25
5,15,4490.737655427767,59.17700557474778,1.0893469475350948,-64.36634111622519,47.5937050717694,1304.5
5,20,4111.108612870594,58.399085482851696,1.0937246756479302,-62.623477118536485,48.7557160880455,1263.25
5,25,2540.610362150963,53.29700012818488,1.0552089781366734,-64.21187141750384,48.527896131580206,1244.25
5,30,3593.208632961616,54.35266074720916,1.042834442666403,-60.66867522067361,48.963051627226776,1234.75
5,40,2346.523141853735,49.19227373955752,1.0122738956284556,-63.07716778017398,49.25342403476218,1238.25
5,50,2821.340400592625,51.140379614019835,1.0335155511238046,-59.59107470263745,49.78841079644339,1228.25
5,60,2406.803295379639,45.6796473398057,0.9622324899154124,-63.51209041189682,49.774998733914956,1230.25
5,75,2524.2734556891432,43.45794379072865,0.9244479899504431,-64.40063141487585,49.91032185945212,1236.0
5,100,1894.8939414351255,38.90008662244576,0.8554920078154795,-64.14414471105351,49.6736596419257,1221.25
5,125,1833.000314111782,39.461572645126566,0.8732132675658555,-67.2866018131324,49.87866637042406,1180.5
5,150,1821.6596285348521,39.33249585836745,0.8686378543404214,-67.67721465263244,49.892970098199115,1167.25
5,175,1325.4440874196337,33.12560107097384,0.7827938952100767,-70.07174846355902,49.49969590611219,1174.5
5,200,1192.6559030745661,30.859013903019473,0.7715734554521592,-71.97350253237003,49.51300142434913,1191.5
10,15,924.7891449116262,37.05214165141455,0.8580608917163011,-65.43926167404857,47.02716036396095,1320.5
10,20,3369.3702805648854,57.20480975689627,1.083098832884536,-61.81229017759885,49.005042534230675,1273.75
10,25,2870.3128862193803,47.97197493313425,0.9481664641992563,-67.52869935701516,48.8866052308266,1251.5
10,30,2883.9400042045927,52.828310950349156,1.0392855816993773,-62.99017810525138,49.305493182954464,1239.5
10,40,2865.7206907906666,51.327608324680696,1.0146375585971885,-60.440552468513275,49.7684669831971,1222.5
10,50,3276.611657572614,47.83187975222114,0.959930857709294,-60.589255140075586,49.9938352255108,1218.5
10,60,2236.953724598936,44.51197789268793,0.9499521619956426,-64.12252857933825,50.17701874361567,1219.5
10,75,3305.7635846350936,45.55441595600909,0.9196089277338361,-60.32934897546531,50.2084982500199,1227.0
10,100,1750.0554290699224,35.046121654448406,0.7891541145147011,-65.86592449423517,49.89759406036498,1220.0
10,125,1300.389962767868,32.317159100757934,0.7693309509737634,-70.64510301167306,49.83092305490011,1178.75
10,150,1292.533911529176,33.71511717721252,0.798582740934539,-68.63094141808384,49.640169606124175,1159.5
10,175,790.9817481828661,24.577561988592315,0.673125086773072,-71.29623013922978,49.250301970942566,1168.5
10,200,1201.7611507155332,32.094081652748855,0.7636829968334916,-71.38573195876408,49.75439406822335,1191.0
15,20,2026.7559997497847,46.99970087860068,0.9660398431374106,-65.79151253573843,47.809012846428324,1293.5
15,25,1807.2620486904445,41.076601983353626,0.8641327073728859,-70.7803098863894,48.140466648112636,1259.25
15,30,2550.979927589176,47.201409070861615,0.9688189289408493,-62.16189208918162,48.88689603350426,1248.25
15,40,3271.3482118478887,51.2744879370995,1.01012530237507,-60.82967208267213,50.07402042009303,1218.25
15,50,1704.0538742188355,40.02863625086095,0.8816426277582071,-68.08261844061064,50.03838709060903,1217.75
15,60,1565.5541234519847,38.0624369525518,0.8712262058767297,-64.11289359822976,49.893615674327506,1216.0
15,75,1609.5407242410286,35.739752172467256,0.8004511168833673,-65.05914696556066,50.067857134370534,1220.0
15,100,958.7054206564679,26.146457592485227,0.6801658220009988,-71.1362838334133,49.5603441538135,1220.25
15,125,1164.9628973131041,31.505132528937,0.767985845092933,-69.77250888254265,49.94498357237537,1177.5
15,150,1077.47572878338,29.04352040008194,0.7348105688089857,-70.58529060596523,49.63379150126513,1160.0
15,175,975.7188865389751,26.47953574498552,0.6967057536314025,-72.47829445521297,49.404126854493896,1170.25
15,200,982.5527985239326,27.88274646341562,0.7054918563338569,-74.86182783346445,49.667867937758984,1186.25
20,25,1388.0656156768734,35.59839756800818,0.7906825691399735,-72.61220825068084,47.522102758906826,1277.0
20,30,1770.5268121045976,43.20200432940909,0.9198932836901363,-67.97662601053293,48.80357091840054,1254.25
20,40,1753.5264730377185,38.31191882342475,0.8521425081013543,-66.36472527101145,49.64806114307286,1226.0
20,50,1868.7185843620077,40.667635185349326,0.8772283961407267,-65.71350793668807,49.88563101882293,1220.0
20,60,1713.6215451837138,37.195622743792676,0.8542140226419437,-63.26820429706201,49.8208829209353,1215.0
20,75,1324.296874581887,30.940070138843534,0.7472295999864244,-66.83988699724856,49.98432811647572,1218.0
20,100,927.3312338912319,23.95000268081877,0.6507738946780178,-69.65430164913401,49.56423708673939,1213.25
20,125,1000.6014751194165,28.064962879619443,0.7226465649889537,-74.20726619435735,49.61857659879323,1174.25
20,150,873.0367177729742,25.96585315758034,0.6951571667964747,-71.57449997301546,49.62751120414198,1157.75
20,175,687.8886917852316,21.5590341926564,0.645460435224498,-73.89390570647956,49.316258518264235,1163.25
20,200,716.0962536844908,24.59568683458439,0.6823816089698566,-74.0404584604305,49.8112049909323,1185.75
25,30,1331.8953235684614,41.55103563012022,0.9056028408953704,-68.06769529443635,48.70906489284385,1279.25
25,40,1634.9206505922525,38.854519053306866,0.8523041452290756,-67.46133230514292,49.53551026266027,1244.25
25,50,1398.3857052785318,33.26674106242081,0.8053655283681536,-66.53834687957678,49.569270134014864,1226.5
25,60,1269.819532283034,30.596416750959335,0.7350281508129383,-69.69756311595208,49.758060209112415,1218.5
25,75,1053.9547230687917,27.300947032410686,0.6938002716074992,-70.15932905098798,49.84237677697847,1221.0
25,100,1052.2033071794037,26.094280369975692,0.6870839369620619,-70.72595862068977,49.60358155040786,1212.75
25,125,1225.4702839936533,30.761453046117868,0.7621979057677097,-72.31373745704795,49.647661900466204,1176.25
25,150,873.4689024051207,24.766700374689258,0.685441498868945,-73.44794870319302,49.36133186374428,1157.25
25,175,797.8822560267486,23.575862159246753,0.6734061157238677,-75.35053345599528,49.525180900316315,1167.0
25,200,571.7952885960319,20.51148680230465,0.6202718470371914,-76.77556556803393,49.404001021948645,1184.5
30,40,1059.8266178564133,31.399086645739565,0.7821501065585986,-67.41884853599191,49.09893781301673,1250.75
30,50,847.9538841214351,25.528009597550792,0.6871173368234688,-70.79618109409591,49.15671633459981,1234.75
30,60,1155.4937873072968,29.076079496638812,0.7195258849977678,-66.15784573342575,49.74367198501768,1227.75
30,75,1035.8794568981154,29.602304363397213,0.7454546233969895,-67.97447528688916,50.068107590610154,1222.75
30,100,970.1361894701777,23.746344838275775,0.657633011151151,-73.24984338383004,49.40585327476826,1210.75
30,125,1054.9205830697642,27.598566878934168,0.7223744547464822,-74.48259895910329,49.466155989535466,1174.5
30,150,784.3980744144696,22.832451725022594,0.6615548221988151,-74.26987052134193,49.372206168406095,1159.25
30,175,545.6964941104118,17.338256304022924,0.5892092170041098,-76.70153657640593,49.16735171224129,1169.0
30,200,469.38980716456217,18.27617576516449,0.5951105772712981,-76.6348367897974,49.336664165297684,1188.0
35,40,582.6829584537952,24.164957836767222,0.6861374511978747,-72.78512739416905,48.57278540507809,1271.0
35,50,682.5655131975561,20.78644977918412,0.6235371980645101,-69.73447741019662,49.12252131662743,1246.75
35,60,792.814159195372,26.10999366478177,0.6990044851590682,-68.14464720781692,49.53029675920824,1233.25
35,75,835.9497405944719,27.980556248538434,0.7273616623306218,-68.69064523294608,49.9479089226859,1223.75
35,100,894.2620146849368,22.785688156955786,0.6620921311720763,-74.39605668532707,49.39050918970565,1212.25
35,125,864.1555156644074,23.319082821540142,0.6555417928792281,-75.83309965028862,49.495486438463544,1182.75
35,150,770.1184002959521,22.176273972500773,0.6498776189801956,-75.3534184695321,49.35312685134899,1163.5
35,175,554.747772494314,18.153260844849413,0.5925212492509883,-75.9169594156138,49.35904623218886,1175.25
35,200,474.87483050568363,18.30172368717994,0.5957915086795171,-77.13447258168176,49.22714027392856,1190.75
40,50,574.8243399290354,19.384696117931725,0.5947753885545651,-68.70317197289698,48.92357549409649,1266.5
40,60,705.3385260408111,24.49028044101644,0.6791259482692825,-70.00465659029021,49.257667173245466,1244.25
40,75,695.0759053993064,23.54917897530931,0.6708877091808602,-72.20047620980966,49.83401408512623,1228.25
40,100,626.0822831146094,19.108673271798125,0.60362290138958,-77.25919415048003,49.21373758642337,1220.25
40,125,776.6774254514171,22.97121833205886,0.6605427538762012,-74.16661092569842,49.535909920356545,1189.0
40,150,917.5202923669532,23.97135398700604,0.6743542651010572,-75.47021278839134,49.57980438913502,1167.5
40,175,585.7804621341057,18.3902289649414,0.6038864475093629,-77.5872393558589,49.349751957340764,1180.5
40,200,500.8956291362743,18.368037682397052,0.5947315054949635,-78.09125364147079,49.16066225095645,1192.25
45,50,503.0635505543253,19.44677116632743,0.6002391765376528,-69.83754769259251,48.42950031269672,1279.25
45,60,594.1914319635466,20.047556363151312,0.614233159039928,-72.0842315217412,49.26342410159779,1256.5
45,75,702.4751427100017,23.425415082360118,0.6574744072968896,-74.71671156783533,49.697853198744816,1231.5
45,100,548.9495894337921,15.998869182737023,0.5515292113074368,-77.53018223745211,49.080451874987844,1222.5
45,125,608.3295540103401,18.37552857071669,0.5905483349063035,-77.16954129091535,49.20787536284078,1191.5
45,150,636.5068516773863,21.134929276126076,0.6386519189846477,-76.83545722525275,49.33923142026127,1176.0
45,175,449.2897345724129,14.839026888473558,0.5442095385478214,-79.03578178685619,49.23429405849808,1184.5
45,200,461.59185362058514,18.41192757648498,0.5973413429889185,-78.9387259096992,49.12183069699325,1195.25
50,60,637.64818435202,23.115310541996948,0.6566364663126454,-72.94128944731304,49.373939584725804,1264.5
50,75,550.4723696015851,20.576182786603695,0.6158445545172077,-76.63492451772485,49.43421748931583,1235.75
50,100,429.63738052721726,13.584098982042548,0.5156221164040489,-79.13381031115128,49.10803671455047,1233.75
50,125,619.753327691537,17.499817720705767,0.5776858603037243,-78.88033265914117,49.11373386326446,1193.75
50,150,622.1197559929485,21.67618323763682,0.6554770295287767,-77.51181760166048,49.31357237112167,1181.5
50,175,487.9969837886853,16.49933392225269,0.5820025444004722,-78.20673038760708,49.372727774646584,1187.25
50,200,464.05101776361704,19.02358141971171,0.6107039228888308,-79.11035939376185,49.33740408040142,1199.0
